TZVP,_0,_1,_2,_3,_4,_5,_6,_7,_8,_9,_10,_11,_12,_13,_14,_15,_16,_17,_18,_19,_20,_21,_22,_23,_24,_25,_26,_27,_28,_29,_30,_31,_32,_33,_34,_35,_36,_37,_38,_39,_40,_41,_42,_43,_44,_45,_46,_47,_48,_49,_50,_51,_52,_53,_54,_55,_56,_57,_58,_59,_60
CHOLINE CHLORIDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097,0.657,2.236,6.539,13.265,16.601,14.278,11.24,10.899,13.091,12.826,7.621,3.7,2.777,2.036,1.436,1.161,0.94,0.691,0.795,1.125,1.146,1.242,1.723,2.038,1.96,2.77,3.907,4.29,8.708,13.288,9.02,2.722,0.61,0.105,0,0,0,0,0,0,0,0,0,0
CHROMIUM CHLORIDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0.508,1.709,2.276,2.361,3.035,3.163,2.348,1.35,0.605,0.767,2.381,5.105,9.535,15.698,22.802,26.167,19.87,9.448,2.537,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CHROMIUM(3+) TRICHLORIDE HEXAHYDRATE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.545,42.153,76.67,37.063,0,0,0,0,0,0,0,0,0,0
CINNAMIC ACID,0,0,0,0,0,0,0,0,0.025,0.386,0.947,1.414,1.658,1.089,0.328,0.279,0.667,0.889,0.585,0.431,1.426,4.475,9.305,12.173,10.477,7.244,6.278,7.96,8.958,8.269,8.672,10.298,11.991,13.429,14.288,11.615,5.672,2.32,2.188,2.452,2.635,3.071,3.82,3.928,3.138,2.242,1.047,0.139,0,0,0,0,0,0,0,0,0,0,0,0,0
CITRIC ACID,0,0,0,0,0,0,0,0.202,1.001,2.2,3.221,3.669,3.418,2.803,2.232,1.857,2.133,2.499,2.074,2.382,4.213,6.107,6.789,7.044,7.817,8.178,7.771,6.705,4.976,3.098,1.971,2.884,4.6,4.941,4.788,5.868,7.273,6.561,5.971,8.042,9.299,8.899,8.829,7.639,5.591,3.737,1.617,0.267,0,0,0,0,0,0,0,0,0,0,0,0,0
COBALT CHLORIDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272,1.755,5.057,7.999,7.476,5.362,3.789,1.636,0.85,2.503,3.887,6.448,14.202,21.351,17.626,7.101,0.997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
COUMARIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.031,0.645,3.063,7.411,11.023,10.933,8.733,7.624,7.505,7.39,7.626,10.228,12.999,12.586,11.594,11.033,8.535,4.421,2.081,1.621,1.531,2.302,2.736,2.661,3.704,4.302,3.332,2.138,1.011,0.219,0.009,0,0,0,0,0,0,0,0,0,0,0,0
CYCLOHEXANECARBOXYLIC ACID,0,0,0,0,0,0,0,0,0.046,0.301,0.738,1.088,1.019,0.552,0.284,0.403,0.512,0.537,0.669,0.694,0.502,0.386,0.747,2.296,5.525,10.459,16.433,20.725,19.491,14.525,11.094,8.779,6.287,4.053,1.987,1.172,1.49,1.665,1.519,1.856,2.77,3.989,5.391,4.996,3.171,2.245,1.425,0.465,0.084,0,0,0,0,0,0,0,0,0,0,0,0
CYCLOHEXYLACETIC ACID,0,0,0,0,0,0,0,0,0.02,0.316,0.899,1.413,1.602,1.142,0.464,0.285,0.646,0.944,0.606,0.288,0.375,0.437,0.866,2.028,3.316,5.365,11.664,20.734,24.694,21.59,16.267,12.524,10.522,7.92,4.26,2.347,2.355,2.234,1.579,1.637,2.879,3.967,4.471,3.843,2.606,1.803,0.86,0.137,0.005,0,0,0,0,0,0,0,0,0,0,0,0
D-ARABINO-HEX-2-ULO-PYRANOSE,0,0,0,0,0,0,0,0,0,0,0.3,1.466,2.609,2.839,3.442,4.247,3.857,2.951,2.589,2.777,3.628,5.9,10.295,13.52,11.516,7.667,5.861,5.52,5.611,5.098,4.051,3.505,3.34,2.766,2.427,2.78,3.206,3.499,3.684,3.892,4.017,4.098,4.501,5.316,5.938,6.284,6.642,5.801,3.434,1.272,0.25,0,0,0,0,0,0,0,0,0,0
D-CAMPHOR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.042,0.71,2.378,6.494,14.223,21.478,23.702,20.349,15.625,14.066,15.453,15.725,10.191,3.355,1.279,1.285,0.906,0.9,1.289,1.409,1.952,3.075,3.071,2.386,2.163,1.509,0.627,0.163,0,0,0,0,0,0,0,0,0,0,0,0
DECANOIC ACID,0,0,0,0,0,0,0.008,0.139,0.502,0.713,0.834,1.239,1.278,0.808,0.499,0.481,0.409,0.233,0.326,0.774,1.192,1.657,2.333,3.091,4.508,7.013,14.588,26.764,33.035,29.391,21.396,16.361,15.36,13.788,9.131,3.774,1.672,1.63,1.656,1.717,2.429,4.211,5.608,5.019,3.262,2.244,1.371,0.401,0.049,0,0,0,0,0,0,0,0,0,0,0,0
D-GLUCOSE,0,0,0,0,0,0,0,0,0,0.023,0.293,0.98,1.777,2.693,3.616,4.02,3.717,3.049,2.793,3.169,3.701,4.386,5.787,8.355,11.118,10.989,8.431,7.16,7.005,6.096,4.754,4.026,4.065,3.974,3.507,3.508,3.698,4.371,5.554,5.588,5.367,5.985,6.269,5.929,5.568,5.203,4.335,2.583,0.779,0.047,0,0,0,0,0,0,0,0,0,0,0
DICHLORIDOTIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306,1.845,4.129,5.88,6.804,7.767,9.04,8.25,5.437,2.654,0.785,0.173,0.076,0.237,1.509,3.804,5.293,6.985,10.087,14.882,16.959,9.837,1.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DIDODECYLDIMETHYLAMMONIUM CHLORIDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003,0.169,1.069,4.055,9.53,12.894,12.654,12.333,12.328,17.697,34.76,58.954,78.502,80.119,64.439,47.986,36.719,30.35,22.404,7.856,0.005,0,0,0,0,0.097,0.289,0.29,0.102,1.088,3.247,4.494,9.536,14.879,9.391,1.718,0,0,0,0,0,0,0,0,0
DIETHANOLAMINE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018,0.307,1.449,2.584,2.597,2.496,2.52,1.968,2.905,8.42,16.44,19.711,15.916,10.863,8.513,7.284,5.13,3.159,2.521,1.957,1.361,1.473,1.8,1.934,1.779,1.505,1.437,1.791,2.511,2.88,2.781,3.28,4.015,3.065,1.19,0.206,0,0,0,0,0,0,0,0,0,0
DIETHYLAMMONIUM CHLORIDE,0,0,0,0,0,0,0,0,0.099,0.454,1.143,1.463,1.163,1.25,1.34,1.076,0.976,0.675,0.35,0.421,1.305,5.051,10.469,13.191,12.862,11.831,11.477,9.959,7.235,7.361,9.211,7.325,2.688,0.314,0.163,0.252,0.366,0.428,0.386,0.49,0.76,1.174,1.542,2.168,3.531,7.415,11.758,8.995,2.479,0.009,0,0,0,0,0,0,0,0,0,0,0
DIETHYLENE GLYCOL,0,0,0,0,0,0,0,0,0,0,0,0.489,2.03,2.949,2.43,2.345,2.44,1.605,0.705,0.508,1.043,1.703,1.434,0.93,4.669,14.835,20.167,14.031,8.627,9.123,8.291,4.784,2.713,2.643,2.423,2.059,2.031,1.421,0.883,1.309,1.78,2.776,4.647,4.663,3.067,2.85,3.413,3.633,3.116,1.467,0.215,0,0,0,0,0,0,0,0,0,0
DIETHYLENETRIAMINE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.694,3.51,6.093,6.269,6.499,6.588,5.069,3.962,6.792,12.299,16.005,16.096,12.616,8.256,6.265,6.309,5.524,3.721,2.501,1.772,1.115,0.671,0.789,1.27,1.543,1.495,1.496,1.521,1.372,1.155,0.888,1.006,1.758,2.199,1.86,1.394,1.127,0.903,0.819,0.995,0.867,0.301,0,0
DIMETHYLSTEARYLAMINE OXIDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041,1.415,6.246,12.337,14.392,13.562,21.634,44.756,67.099,69.708,55.668,41.383,31.085,25.055,19.399,7.465,0.185,0.141,0.122,0.13,0.413,0.679,0.56,0.486,0.482,0.688,0.963,0.588,0.322,1.122,2.613,2.925,1.849,1.795,2.662,2.228,0.769,0.037,0,0,0
D-MANNOSE,0,0,0,0,0,0,0,0,0,0.03,0.262,1.269,2.724,3.264,3.979,5.292,4.631,2.782,2.178,2.559,3.045,3.896,5.96,8.162,9.291,9.987,9.866,8.162,6.622,6.469,5.878,4.952,4.533,3.823,3.077,2.919,3.565,4.895,6.467,6.742,6.629,6.992,6.527,6.068,5.392,4.463,3.876,2.604,0.993,0.213,0.049,0,0,0,0,0,0,0,0,0,0
DODECYLTRIMETHYLAMMONIUM BROMIDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075,0.45,1.473,4.893,10.986,14.486,12.65,9.417,8.847,13.881,24.25,35.639,43.467,42.037,32.392,23.408,17.518,14.758,11.475,4.202,0.104,0.293,0.453,0.293,0.07,0.539,2.502,3.849,2.455,2.526,11.208,16.772,7.621,0.103,0,0,0,0,0,0,0,0,0,0,0
D-SORBITOL,0,0,0,0,0,0,0,0,0,0,0.149,0.767,1.354,1.527,2.013,2.682,2.965,2.771,2.336,2.257,2.665,3.574,6.591,12.641,17.023,15.095,10.172,8.116,8.179,6.779,4.905,3.707,3.222,3.765,4.014,3.371,3.259,4.012,4.689,4.645,4.005,4.201,5.08,5.65,5.673,5.246,4.945,3.804,1.586,0.216,0,0,0,0,0,0,0,0,0,0,0
D-XYLOSE,0,0,0,0,0,0,0,0,0,0.08,0.51,1.369,2.063,2.14,2.065,2.391,2.969,2.908,2.493,2.531,2.77,4.436,9.2,14.005,13.173,8.168,4.665,3.86,4.227,3.912,2.937,2.85,3.167,2.925,2.815,2.724,2.348,2.504,2.855,2.92,3.047,3.493,4.425,5.434,6.046,6.288,5.641,4.244,2.538,0.804,0.032,0,0,0,0,0,0,0,0,0,0
ERYTHRITOL,0,0,0,0,0,0,0,0,0,0.049,0.347,0.833,1.086,1.125,1.5,2.103,2.267,1.903,1.57,1.547,1.61,2.298,4.552,9.45,14.123,12.916,7.981,5.444,5.538,5.383,4.143,2.881,2.659,3.155,3.228,2.425,2.016,2.719,3.309,3.343,3.126,2.981,3.433,4.2,4.357,4.351,4.33,3.087,1.21,0.193,0,0,0,0,0,0,0,0,0,0,0
ETHANAMINIUM. 2-HYDROXY-N.N-BIS(2-HYDROXYETHYL)-N-METHYL-. CHLORIDE,0,0,0,0,0,0,0,0,0,0,0.289,1.708,3.179,2.885,2.314,2.569,2.504,3.461,7.423,11.523,13.284,14.723,16.046,15.347,13.067,10.204,6.834,3.863,2.325,1.936,2.186,2.675,2.755,2.371,2.095,2.067,1.925,1.982,2.657,4.075,5.113,4.607,4.641,5.554,5.808,9.396,15.743,14.223,5.801,1.051,0.231,0,0,0,0,0,0,0,0,0,0
ETHANOLAMINE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135,0.947,2.189,2.753,2.99,3.382,3.153,2.484,3.406,7.105,10.522,10.33,7.808,5.686,4.863,4.027,2.412,1.408,1.493,1.528,0.951,0.651,1.242,1.853,1.496,0.896,1.293,2.069,2.166,1.78,1.698,2.146,2.224,1.332,0.348,0.013,0,0,0,0,0,0,0,0,0
ETHYL(2-HYDROXYETHYL)DIMETHYLAMMONIUM CHLORIDE,0,0,0,0,0,0,0,0,0,0,0.06,0.446,0.824,0.753,0.938,1.339,1.194,1.114,2.045,5.275,11.037,15.062,15.198,13.681,12.301,13.162,13.625,10.029,6.817,6.485,5.359,2.972,1.324,0.645,0.595,1.031,1.238,0.891,0.773,1.03,1.173,1.357,2.235,3.348,3.894,3.605,3.843,10.162,14.583,7.196,0.523,0,0,0,0,0,0,0,0,0,0
ETHYLAMMONIUM BROMIDE,0,0,0,0,0,0,0,0.026,0.902,2.926,4.631,4.468,2.86,1.727,1.489,2.303,3.293,2.761,1.65,1.057,2.078,4.99,7.03,7.196,7.143,6.764,5.533,3.981,2.617,2.725,3.527,2.485,0.831,0.317,0.148,0.006,0,0,0.069,1.069,2.857,2.785,0.928,0.055,0.736,6.762,16.345,15.075,4.81,0,0,0,0,0,0,0,0,0,0,0,0
ETHYLAMMONIUM CHLORIDE,0,0,0,0,0,0,0,0,0.032,0.541,3.111,5.854,4.712,2.434,1.894,1.532,1.211,1.135,1.123,1.278,1.517,3.139,5.952,7.041,6.351,5.793,5.807,5.25,3.804,3.301,4.272,4.102,1.831,0.219,0,0,0.336,1.492,2.028,1.13,0.639,0.592,0.537,1.424,2.829,6.542,12.309,11.216,3.829,0.11,0,0,0,0,0,0,0,0,0,0,0
ETHYLENE GLYCOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,3.104,6.096,7.193,5.709,4.054,3.7,4.141,4.492,4.478,5.129,5.039,3.595,3.514,3.596,2.793,2.461,1.82,0.69,0.081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ETHYLENEDIAMINE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269,2.001,3.986,4.296,4.515,4.994,4.414,3.6,5.993,10.513,11.293,8.365,5.366,3.692,3.148,2.693,1.994,1.451,1.118,0.955,1.12,1.286,1.37,1.598,1.49,1.116,0.913,0.849,0.884,0.891,0.937,0.988,0.999,1.282,1.423,1.11,0.832,0.897,0.982,0.585,0.118,0,0,0
ETHYLPARABEN,0,0,0,0,0,0,0,0,0.07,0.474,0.944,1.11,1.415,1.538,0.948,0.364,0.294,0.442,0.591,0.771,1.243,2.758,5.359,8.168,10.773,11.996,11.831,12.084,12.217,11.201,10.828,12.874,14.368,13.541,11.875,7.808,3.203,2.329,3.299,3.163,2.709,3.308,4.604,5.092,3.739,1.686,0.465,0.067,0,0,0,0,0,0,0,0,0,0,0,0,0
ETHYLTRIMETHYLAMMONIUM CHLORIDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025,0.348,1.029,3.761,9.889,14.823,14.675,11.724,10.342,13.336,16.22,12.417,6.651,6.018,6.153,3.015,0.463,0.003,0,0,0.041,0.146,0.312,0.434,0.334,0.131,0.104,0.811,2.563,3.161,2.406,8.23,14.584,8.635,1.205,0,0,0,0,0,0,0,0,0,0
ETHYLTRIPHENYLPHOSPHONIUM BROMIDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021,0.445,2.413,5.696,9.104,15.973,25.857,28.557,23.041,19.345,18.042,14.822,13.852,17.255,20.3,23.454,28.629,26.458,13.408,2.664,0,0.053,0.283,0.462,0.306,0.985,2.721,3.043,1.729,1.783,10.967,19.989,12.041,1.732,0,0,0,0,0,0,0,0,0,0,0
EUCALYPTOL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,1.555,8.467,19.238,27.566,28.704,21.786,15.235,15.279,18.558,15.778,6.546,1.426,0.746,0.534,0.596,0.613,0.688,0.639,0.428,0.349,0.697,1.138,1.251,1.248,1.202,0.9,0.386,0.059,0,0,0,0,0,0,0,0,0
FENCHOL,0,0,0,0,0,0,0,0,0,0,0,0.007,0.195,0.617,0.754,0.617,0.851,1.091,0.835,0.542,0.529,0.52,0.358,0.297,0.924,5.103,14.042,23.215,26.317,22.082,16.169,12.67,15.168,18.78,12.742,3.932,0.923,0.567,0.54,0.828,0.943,0.682,0.649,0.742,0.566,0.645,1.406,1.876,1.175,0.274,0.003,0,0,0,0,0,0,0,0,0,0
FORMAMIDE,0,0,0,0,0,0,0,0,0,0,0,0,0.254,1.551,3.067,3.346,3,2.233,1.336,1.348,1.773,1.878,2.784,3.796,2.797,1.694,1.596,1.771,2.298,2.357,2.327,2.763,2.824,2.1,1.345,1.368,1.677,1.546,1.21,1.108,1.043,0.958,1.181,1.729,3.013,3.943,3.44,2.562,1.428,0.399,0.057,0,0,0,0,0,0,0,0,0,0
FORMIC ACID,0,0,0,0,0,0,0,0.025,0.485,1.475,1.902,1.617,1.338,0.838,0.586,0.98,0.992,0.598,0.839,2.184,3.147,2.278,1.409,1.507,1.891,2.502,2.34,1.814,2.081,1.848,1.019,1,1.331,1.31,1.392,1.781,1.793,1.628,2.075,2.808,3.864,5.098,5.056,3.694,2.389,1.269,0.337,0.013,0,0,0,0,0,0,0,0,0,0,0,0,0
FURFURYL ALCOHOL,0,0,0,0,0,0,0,0,0,0,0.03,0.474,1.27,1.5,1.251,1.218,1.059,0.579,0.398,1.034,2.488,3.836,5.086,7.499,8.965,7.284,5.218,4.911,4.825,4.136,4.223,5.18,5.749,6.096,6.417,6.483,6.772,6.807,5.526,3.355,1.994,1.385,0.885,1.234,1.871,1.791,1.176,0.796,0.79,0.452,0.057,0,0,0,0,0,0,0,0,0,0
GALLIC ACID,0,0,0,0,0,0,0,0.002,0.283,1.514,3.331,4.908,5.247,3.467,1.585,1.569,2.577,2.79,2.084,1.901,2.271,2.729,3.087,2.637,1.738,1.876,3.562,5.876,7.092,7.334,8.092,9.14,10.055,10.821,10.712,8.51,5.528,4.566,5.711,6.798,6.175,5.49,6.081,5.99,4.09,1.772,0.39,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GLUTARIC ACID,0,0,0,0,0,0,0,0,0.077,0.854,2.189,3.158,3.172,1.852,0.637,0.756,1.581,1.764,0.92,0.631,0.888,1.811,5.25,9.15,11.085,12.004,11.579,9.868,8.011,5.566,2.944,1.931,2.339,2.497,2.662,3.326,3.596,4.17,4.669,4.424,4.866,6.329,8.165,7.721,5.431,3.762,1.755,0.276,0.036,0,0,0,0,0,0,0,0,0,0,0,0
GLYCEROL,0,0,0,0,0,0,0,0,0,0,0.038,0.333,0.864,1.013,0.877,1.28,1.754,1.678,1.616,1.676,1.821,1.956,2.689,7.119,12.913,12.625,7.892,5.252,4.931,4.364,3.224,2.48,2.453,2.117,1.621,1.931,2.041,2.064,2.66,2.665,2.084,2.205,2.564,2.824,3.513,3.956,3.748,2.923,1.514,0.356,0,0,0,0,0,0,0,0,0,0,0
GLYCINE,0,0,0,0,0,0,0,0,0.016,0.975,4.144,7.024,5.999,3.248,2.059,1.896,1.859,1.906,1.755,1.748,3.01,4.479,4.185,2.836,1.723,1.306,1.598,1.964,1.789,1.218,0.803,0.573,0.727,1.043,0.937,0.758,0.957,1.417,1.379,0.707,0.341,0.698,1.42,1.933,2.27,3.318,5.204,6.252,5.382,4.018,3.302,2.691,1.559,0.431,0.018,0,0,0,0,0,0
GLYCOLIC ACID,0,0,0,0,0,0,0,0.079,0.453,0.958,1.008,1.079,1.46,1.146,0.512,0.417,0.763,1.713,2.813,3.71,4.8,6.199,6.894,5.571,3.683,2.87,2.891,3.18,2.922,2.066,1.254,1.239,1.905,1.99,1.622,1.634,1.878,2.137,2.406,2.924,3.569,4.849,6.121,5.076,2.94,1.78,1.184,0.747,0.714,0.847,0.613,0.35,0.414,0.503,0.309,0.063,0,0,0,0,0
GUAIACOL,0,0,0,0,0,0,0,0,0,0,0,0.094,0.406,0.758,0.762,0.497,0.438,0.555,0.662,0.661,0.618,1.428,4.921,10.583,13.381,11.199,8.674,7.867,6.989,6.578,6.586,6.499,7.032,8.511,9.179,8.947,9.749,8.748,5.482,3.099,1.663,1.155,1.525,1.792,1.388,0.52,0.037,0,0,0,0,0,0,0,0,0,0,0,0,0,0
GUANIDINE  CARBONATE,0,0,0,0,0,0,0,0.015,0.251,0.912,1.493,1.654,2.197,3.431,5.019,6.453,6.588,5.436,4.261,3.966,4.133,3.572,2.511,2.033,2.314,2.883,3.795,4.218,3.811,4.244,4.416,3.276,2.764,3.505,4.659,4.596,3.79,4.537,5.005,3.713,3.64,4.872,5.698,6.697,6.878,5.207,2.897,1.276,0.667,0.728,1.023,1.197,1.075,0.679,0.259,0.043,0,0,0,0,0
HEPTANOIC ACID,0,0,0,0,0,0,0,0,0.02,0.364,0.986,1.508,1.634,1.017,0.346,0.345,0.724,0.871,0.522,0.339,0.444,0.452,1.457,3.095,4.076,6.279,12.29,20.48,24.56,21.671,15.969,11.869,10.407,9.963,7.114,3.166,1.901,2.048,2.097,2.135,2.408,3.2,4.125,4.093,2.996,2.046,1.05,0.223,0.033,0,0,0,0,0,0,0,0,0,0,0,0
HEXANOIC ACID,0,0,0,0,0,0,0,0,0.021,0.365,0.989,1.509,1.628,1.01,0.35,0.344,0.72,0.876,0.525,0.337,0.446,0.453,1.457,3.097,4.062,6.36,12.011,18.878,21.209,17.376,12.381,9.462,8.952,8.825,5.862,2.575,1.888,2.052,2.105,2.132,2.403,3.2,4.124,4.092,2.998,2.05,1.054,0.224,0.033,0,0,0,0,0,0,0,0,0,0,0,0
HEXYLENE GLYCOL,0,0,0,0,0,0,0,0,0,0,0,0.059,0.548,1.48,1.756,1.72,2.364,2.306,1.219,0.67,1.077,1.399,1.279,1.953,5.431,11.497,17.192,18.068,13.037,8.694,8.415,11.384,13.04,8.423,3.177,1.484,1.143,1.242,1.284,1.207,1.301,1.237,1.13,1.629,2.67,3.158,2.745,2.474,2.839,2.399,0.962,0.126,0,0,0,0,0,0,0,0,0
HYDROCINNAMIC ACID,0,0,0,0,0,0,0,0,0.043,0.445,1.131,1.599,1.557,0.889,0.312,0.39,0.799,0.871,0.452,0.323,0.449,1.351,4.996,11.261,16.017,15.769,13.056,10.925,8.834,6.72,6.054,6.715,6.721,6.817,7.872,9.359,11.572,10.697,5.609,2.46,2.474,3.152,4.027,3.793,2.712,1.891,0.826,0.092,0.009,0,0,0,0,0,0,0,0,0,0,0,0
HYDROQUINONE,0,0,0,0,0,0,0,0,0,0.176,1.033,1.864,1.968,2.429,2.868,2.122,1.004,0.511,0.761,1.394,1.919,3.166,5.24,6.82,6.61,4.633,3.441,3.695,3.616,3.186,3.996,4.915,5.983,8.604,10.332,10.845,9.818,5.855,2.819,3.08,3.155,2.179,2.37,3.401,3.347,1.737,0.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IBUPROFEN,0,0,0,0,0,0,0,0,0.025,0.287,0.824,1.23,1.37,1.218,0.706,0.309,0.562,0.971,0.727,0.306,0.325,0.742,2.688,6.347,10.241,14.698,19.767,23.627,23.737,19.503,15.38,14.964,17.313,17.498,13.207,10.766,10.077,6.335,2.98,2.588,2.944,3.286,3.746,3.44,2.378,1.062,0.179,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IMIDAZOLE,0,0,0,0,0,0,0,0,0,0,0.021,0.555,1.632,1.963,1.542,1.215,0.794,0.462,0.599,1.636,3.829,5.407,5.007,4.007,3.19,2.507,2.608,3.219,3.328,3.147,3.352,4.466,5.798,5.648,4.947,4.634,4.43,4.025,2.54,1.018,0.814,1.308,1.418,1.048,1.158,1.48,1.157,0.87,0.958,0.913,0.872,0.921,0.635,0.199,0.022,0,0,0,0,0,0
IRON(3+) TRICHLORIDE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084,0.505,1.101,1.521,1.87,2.155,2.858,3.337,2.221,0.801,0.431,0.865,2.649,5.732,9.373,14.284,21.608,26.324,21.07,10.151,2.416,0.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISOBUTYL 4-HYDROXYBENZOATE,0,0,0,0,0,0,0,0,0.138,0.675,1.142,1.511,1.841,1.192,0.358,0.304,0.425,0.415,0.532,0.798,1.272,3.013,5.631,7.025,7.859,10.989,16.269,19.719,19.032,16.055,13.558,14.643,18.835,19.172,14.289,8.696,4.036,2.452,3.124,2.846,2.088,2.476,4.357,5.573,4.214,1.899,0.557,0.104,0,0,0,0,0,0,0,0,0,0,0,0,0
ITACONIC ACID,0,0,0,0,0,0,0,0,0.286,1.417,2.827,3.334,2.571,1.166,0.566,1.32,1.918,1.184,0.574,0.921,1.962,4.343,6.438,5.881,4.946,6.197,8.135,8.561,7.2,5.515,4.4,4.239,4.792,5.016,4.584,4.057,4.327,4.677,4.434,4.663,5.871,7.593,7.842,6.096,3.905,1.561,0.175,0.012,0,0,0,0,0,0,0,0,0,0,0,0,0
KETOPROFEN,0,0,0,0,0,0,0,0,0.05,0.36,0.915,1.266,1.363,1.187,0.629,0.316,0.711,1.011,0.573,0.259,0.814,4.073,11.248,17.648,18.618,16.375,15.73,16.267,14.403,11.98,13.46,17.206,19.805,22.08,20.295,12.082,5.147,3.014,2.998,3.595,4.08,5.19,6.827,6.747,4.536,2.079,0.656,0.122,0,0,0,0,0,0,0,0,0,0,0,0,0
LACTIC ACID,0,0,0,0,0,0,0,0,0.106,0.659,1.216,1.45,1.875,1.725,0.984,1.197,2.003,1.763,0.955,0.851,0.93,1.612,3.186,4.5,5.945,7.415,7.682,6.997,5.938,4.953,4.847,4.426,2.742,1.669,2.191,2.975,2.754,2.098,2.431,3.468,3.929,4.387,4.816,4.416,3.722,2.74,1.695,0.764,0.121,0,0,0,0,0,0,0,0,0,0,0,0
L-ALANINE,0,0,0,0,0,0,0,0,0.039,0.326,0.885,1.275,1.335,1.147,0.673,0.308,0.803,1.989,2.568,2.38,2.332,2.543,3.2,4.78,6.347,7.437,8.238,7.73,6.508,5.361,4.763,5.082,4.286,2.372,1.704,2.531,3.054,2.355,1.928,2.834,3.582,4.041,4.768,4.2,2.52,1.115,0.734,0.87,0.581,0.428,0.538,0.435,0.311,0.469,0.464,0.153,0,0,0,0,0
LANTHANUM NITRATE,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.462,1.569,2.172,2.019,2.92,3.699,2.552,1.59,1.082,1.93,3.925,3.516,2.328,3.187,6.808,12.817,19.382,27.176,31.33,26.084,20.336,19.184,17.265,11.534,3.959,0.215,0,0,0,0,0,0,0,0,0
L-ARGININE,0,0,0,0,0,0,0,0,0,0.036,0.613,2.015,3.603,4.619,4.916,4.708,4.188,3.855,3.466,2.996,3.251,3.94,4.761,6.007,8.713,12.337,14.407,14.148,12.481,10.49,8.597,8.05,7.401,4.492,2.435,2.224,1.8,1.521,1.693,1.62,1.251,1.009,0.88,0.782,1.333,2.152,2.198,3.004,6.063,7.554,5.479,3.522,2.41,1.722,1.921,1.629,0.686,0.114,0,0,0
L-ASPARAGINE,0,0,0,0,0,0,0,0,0,0.08,0.783,2.448,4.129,5.516,6.163,5.454,4.771,3.927,2.769,3.103,5.514,7.608,6.787,4.824,3.733,3.136,2.763,2.726,2.701,2.577,2.733,2.809,2.806,2.951,2.643,1.935,1.594,1.989,2.589,2.749,2.414,1.975,2.447,3.403,3.969,5.122,6.565,6.374,4.752,3.225,2.405,2.346,1.9,0.692,0.037,0,0,0,0,0,0
L-ASPARTIC ACID,0,0,0,0,0,0,0,0,0.309,1.481,2.842,3.215,2.494,1.265,0.717,1.348,2.214,2.727,3.013,3.177,4.141,5.913,7.075,6.664,5.34,5.057,5.902,6.129,5.135,3.557,2.244,2.116,2.464,2.653,3.409,3.971,3.668,3.672,4.644,5.596,5.951,6.973,7.909,6.766,4.576,2.476,0.957,0.526,0.585,0.565,0.495,0.387,0.185,0.263,0.527,0.391,0.093,0,0,0,0
